Country,Year,Food_Category,Total_Waste_Tons,Economic_Loss_Million_USD,Avg_Waste_per_Capita_Kg,Population_Million,Household_Waste_Pct,Continent,Industrial_Waste_Pct
UK,2022,Frozen Food,41708.45,"$43,196.51",141.07,143.9,65.48,Europe,34.52
Indonesia,2024,Beverages,42685.71,"$34,688.01",54.69,517.7,45.35,Asia,54.65
Brazil,2023,Grains & Cereals,30858.10,"$28,632.37",171.82,648.4,64.82,South America,35.18
Brazil,2019,Bakery Items,5154.83,"$4,460.60",24.11,704.9,55.41,South America,44.59
Turkey,2024,Bakery Items,4237.60,"$4,359.67",49.50,408.1,54.68,Asia,45.32
Brazil,2019,Grains & Cereals,4567.74,"$5,391.11",160.62,397.5,57.82,South America,42.18
Mexico,2024,Prepared Food,45968.75,"$45,861.88",164.12,81.6,62.05,North America,37.95
India,2020,Beverages,44356.53,"$50,160.60",143.58,1294.5,60.08,Asia,39.92
Saudi Arabia,2021,Frozen Food,17866.30,"$16,240.51",183.03,522.8,55.12,Asia,44.88
UK,2023,Dairy Products,25519.74,"$27,912.81",120.41,607.7,63.78,Europe,36.22
France,2021,Prepared Food,18754.31,"$16,020.53",60.53,1374.6,61.10,Europe,38.9
India,2020,Beverages,11104.84,"$12,815.43",108.63,1255.5,36.86,Asia,63.14
Italy,2020,Dairy Products,17500.76,"$17,532.96",43.30,823.0,42.02,Europe,57.98
Russia,2022,Fruits & Vegetables,19157.12,"$20,112.12",55.94,763.1,63.51,Europe,36.49
Russia,2022,Meat & Seafood,32917.54,"$38,422.03",58.78,1232.8,66.02,Europe,33.98
Japan,2023,Fruits & Vegetables,32184.10,"$35,437.17",164.27,1316.7,46.38,Asia,53.62
Germany,2022,Frozen Food,49311.94,"$52,127.51",176.29,818.3,51.58,Europe,48.42
Saudi Arabia,2024,Fruits & Vegetables,36201.48,"$37,772.46",168.93,508.2,39.96,Asia,60.04
India,2019,Beverages,12911.61,"$11,781.38",118.41,775.6,40.36,Asia,59.64
Germany,2019,Bakery Items,28650.78,"$33,910.87",187.50,758.2,32.43,Europe,67.57
USA,2018,Dairy Products,38553.79,"$36,039.00",196.70,131.4,62.19,North America,37.81
USA,2021,Dairy Products,32700.17,"$34,668.65",38.20,343.5,53.23,North America,46.77
Canada,2020,Beverages,14694.72,"$16,680.06",90.68,1185.6,48.16,North America,51.84
UK,2023,Bakery Items,41956.05,"$49,083.90",101.40,162.0,62.28,Europe,37.72
Saudi Arabia,2020,Meat & Seafood,7569.05,"$8,700.01",171.67,1018.2,64.38,Asia,35.62
Brazil,2022,Meat & Seafood,650.11,$603.05,33.37,350.0,43.18,South America,56.82
USA,2023,Bakery Items,18793.14,"$22,519.58",75.35,676.8,68.93,North America,31.07
Germany,2019,Bakery Items,19294.52,"$18,193.08",130.43,60.4,57.23,Europe,42.77
UK,2019,Fruits & Vegetables,16715.11,"$15,023.87",129.83,421.8,52.26,Europe,47.74
Turkey,2021,Meat & Seafood,10172.69,"$11,235.47",124.52,891.9,56.55,Asia,43.45
Mexico,2018,Frozen Food,40478.81,"$34,071.96",151.92,836.1,45.98,North America,54.02
USA,2023,Prepared Food,11778.40,"$13,323.99",34.10,269.0,61.89,North America,38.11
Indonesia,2021,Bakery Items,49420.30,"$41,747.41",34.73,54.4,67.77,Asia,32.23
Brazil,2018,Frozen Food,48408.63,"$45,144.05",171.01,1076.7,31.70,South America,68.3
South Korea,2019,Dairy Products,38124.79,"$40,163.08",168.32,604.8,49.71,Asia,50.29
Brazil,2023,Fruits & Vegetables,30851.35,"$28,023.51",145.25,1160.7,61.55,South America,38.45
Canada,2019,Dairy Products,44703.97,"$37,975.51",67.93,373.7,53.47,North America,46.53
Australia,2023,Meat & Seafood,43985.69,"$36,166.53",152.61,554.8,60.25,Oceania,39.75
Germany,2024,Prepared Food,34851.72,"$29,922.81",137.10,178.3,40.51,Europe,59.49
France,2021,Dairy Products,24049.82,"$21,338.74",190.25,1014.4,56.71,Europe,43.29
Mexico,2024,Fruits & Vegetables,7233.02,"$8,039.87",55.81,751.0,58.00,North America,42
Brazil,2023,Fruits & Vegetables,29196.12,"$24,627.33",186.14,889.4,69.98,South America,30.02
Indonesia,2022,Bakery Items,8737.74,"$9,012.64",72.03,476.6,46.52,Asia,53.48
Canada,2018,Frozen Food,19604.83,"$21,265.77",70.27,484.1,52.54,North America,47.46
Mexico,2019,Meat & Seafood,26504.56,"$24,413.89",76.83,785.5,58.78,North America,41.22
Russia,2018,Dairy Products,6904.66,"$7,082.67",67.87,535.6,53.92,Europe,46.08
Mexico,2020,Bakery Items,18279.47,"$18,369.55",59.73,290.5,68.23,North America,31.77
Spain,2024,Fruits & Vegetables,1128.02,"$1,033.70",43.50,94.8,55.88,Europe,44.12
France,2024,Meat & Seafood,10040.72,"$8,441.74",153.21,1034.6,31.35,Europe,68.65
Canada,2024,Grains & Cereals,45521.60,"$50,145.26",71.92,1262.2,66.52,North America,33.48
India,2019,Bakery Items,36484.75,"$42,175.62",146.08,82.7,57.94,Asia,42.06
Argentina,2020,Bakery Items,38727.95,"$43,289.34",195.51,998.8,51.53,South America,48.47
South Africa,2022,Grains & Cereals,8740.28,"$8,843.52",142.61,1133.6,37.14,Africa,62.86
Italy,2021,Beverages,29608.83,"$26,173.33",180.74,894.4,55.06,Europe,44.94
Mexico,2021,Grains & Cereals,31081.07,"$31,302.92",99.62,46.3,50.06,North America,49.94
Turkey,2018,Prepared Food,32966.24,"$37,189.49",156.30,1153.0,38.33,Asia,61.67
Turkey,2024,Grains & Cereals,31340.38,"$26,943.89",26.84,963.3,45.96,Asia,54.04
Canada,2019,Meat & Seafood,5728.28,"$6,170.95",177.63,124.5,43.78,North America,56.22
China,2018,Bakery Items,33137.51,"$34,312.60",153.28,15.3,37.59,Asia,62.41
USA,2020,Fruits & Vegetables,25471.29,"$20,761.50",177.68,63.3,49.72,North America,50.28
Russia,2022,Bakery Items,7681.12,"$8,210.60",126.49,957.9,55.71,Europe,44.29
Germany,2024,Meat & Seafood,803.87,$772.65,49.71,682.1,44.36,Europe,55.64
China,2024,Frozen Food,33680.27,"$31,829.40",74.82,801.5,31.36,Asia,68.64
Canada,2023,Frozen Food,5297.17,"$5,731.90",129.41,358.8,62.13,North America,37.87
France,2024,Dairy Products,8921.51,"$7,409.04",61.46,1161.4,32.54,Europe,67.46
Russia,2021,Meat & Seafood,30114.03,"$31,277.90",184.25,332.0,56.47,Europe,43.53
Germany,2022,Frozen Food,21432.99,"$25,269.32",76.49,804.7,64.77,Europe,35.23
Italy,2024,Beverages,42071.87,"$43,296.13",77.35,609.5,45.24,Europe,54.76
UK,2022,Fruits & Vegetables,42313.38,"$50,532.46",108.37,1176.6,44.09,Europe,55.91
Canada,2019,Frozen Food,48867.07,"$54,380.40",181.03,1058.2,37.66,North America,62.34
Turkey,2022,Bakery Items,4888.86,"$4,334.89",108.03,1106.8,42.73,Asia,57.27
Indonesia,2020,Dairy Products,47527.95,"$53,841.19",82.62,162.3,65.00,Asia,35
Mexico,2023,Meat & Seafood,21051.75,"$19,053.44",87.34,173.0,65.86,North America,34.14
South Africa,2023,Grains & Cereals,4936.90,"$4,139.34",189.81,19.0,62.66,Africa,37.34
Germany,2019,Prepared Food,39411.72,"$36,078.17",115.81,1050.8,69.81,Europe,30.19
Saudi Arabia,2024,Bakery Items,22479.30,"$19,768.33",174.00,670.3,35.06,Asia,64.94
China,2020,Fruits & Vegetables,5548.98,"$6,078.55",176.26,261.2,33.21,Asia,66.79
Germany,2023,Bakery Items,11091.20,"$10,718.69",183.99,649.6,42.20,Europe,57.8
Canada,2020,Grains & Cereals,36223.40,"$41,779.80",162.61,949.8,57.12,North America,42.88
Japan,2020,Prepared Food,6412.01,"$7,430.78",80.84,560.0,45.67,Asia,54.33
India,2020,Dairy Products,5892.70,"$6,152.46",153.22,1390.2,43.26,Asia,56.74
Australia,2019,Fruits & Vegetables,22811.63,"$21,689.89",115.44,1384.0,30.72,Oceania,69.28
Argentina,2020,Beverages,10282.78,"$11,947.45",95.65,1368.9,30.42,South America,69.58
Brazil,2024,Bakery Items,42784.14,"$36,700.24",98.32,395.5,53.34,South America,46.66
India,2023,Beverages,17289.99,"$17,628.25",70.06,404.9,40.57,Asia,59.43
Australia,2022,Frozen Food,10942.22,"$10,530.58",50.42,690.5,46.93,Oceania,53.07
Italy,2021,Meat & Seafood,23784.31,"$25,865.98",147.52,1142.2,59.13,Europe,40.87
Japan,2019,Fruits & Vegetables,5845.91,"$4,830.88",82.31,1188.9,68.31,Asia,31.69
UK,2020,Bakery Items,25811.46,"$28,084.08",99.53,888.0,36.35,Europe,63.65
USA,2019,Dairy Products,20294.32,"$21,533.41",147.69,138.2,40.28,North America,59.72
Brazil,2021,Beverages,22361.18,"$19,748.07",112.80,1109.5,59.15,South America,40.85
Indonesia,2022,Bakery Items,43005.41,"$44,585.89",170.28,88.8,69.67,Asia,30.33
India,2019,Beverages,26150.78,"$24,859.81",90.47,1312.8,52.65,Asia,47.35
Russia,2023,Meat & Seafood,29278.85,"$33,984.53",125.56,1382.1,47.18,Europe,52.82
Saudi Arabia,2018,Meat & Seafood,14921.82,"$13,296.06",135.68,136.4,37.51,Asia,62.49
India,2022,Bakery Items,21169.63,"$18,682.50",146.80,596.6,50.59,Asia,49.41
UK,2018,Grains & Cereals,18963.25,"$21,817.13",88.46,97.7,51.83,Europe,48.17
Japan,2018,Frozen Food,39459.93,"$34,121.18",97.62,851.7,60.30,Asia,39.7
Russia,2019,Bakery Items,11440.73,"$9,169.07",97.32,665.7,37.23,Europe,62.77
Spain,2023,Grains & Cereals,14495.05,"$11,697.29",94.35,792.0,37.36,Europe,62.64
Indonesia,2022,Bakery Items,25307.75,"$24,920.78",154.39,215.3,54.39,Asia,45.61
Indonesia,2021,Prepared Food,11064.34,"$10,189.89",173.95,349.0,43.03,Asia,56.97
Australia,2020,Meat & Seafood,36883.78,"$39,028.34",110.30,1088.4,33.66,Oceania,66.34
Argentina,2020,Fruits & Vegetables,25553.23,"$27,719.99",40.37,572.7,57.82,South America,42.18
Germany,2019,Beverages,26673.20,"$29,875.24",179.56,237.1,46.48,Europe,53.52
Australia,2022,Fruits & Vegetables,27386.44,"$31,621.42",97.90,1293.4,69.21,Oceania,30.79
Japan,2020,Prepared Food,48176.42,"$44,820.00",87.60,1080.2,62.48,Asia,37.52
China,2020,Dairy Products,30600.98,"$30,507.17",144.54,1235.8,44.17,Asia,55.83
France,2023,Fruits & Vegetables,5349.94,"$5,829.07",46.26,1251.1,45.07,Europe,54.93
Indonesia,2018,Bakery Items,39228.46,"$43,603.88",116.41,1242.3,66.93,Asia,33.07
Argentina,2024,Dairy Products,16859.40,"$15,936.64",136.15,748.2,52.32,South America,47.68
Canada,2023,Fruits & Vegetables,17628.33,"$20,816.60",58.42,475.3,63.55,North America,36.45
Turkey,2021,Frozen Food,2660.69,"$3,025.08",50.85,981.9,30.73,Asia,69.27
Mexico,2022,Grains & Cereals,30839.37,"$35,023.20",117.33,1244.9,57.23,North America,42.77
India,2020,Beverages,10893.28,"$9,819.52",41.42,1017.6,44.76,Asia,55.24
Mexico,2019,Grains & Cereals,47103.94,"$38,307.52",62.85,1267.5,39.23,North America,60.77
Canada,2024,Grains & Cereals,12997.52,"$14,324.93",22.11,138.4,54.06,North America,45.94
Turkey,2020,Frozen Food,35653.50,"$40,954.48",138.40,314.6,34.00,Asia,66
Canada,2021,Prepared Food,28938.05,"$30,887.24",42.06,492.2,52.21,North America,47.79
Spain,2018,Meat & Seafood,25093.21,"$21,035.93",114.61,605.4,30.55,Europe,69.45
Mexico,2024,Dairy Products,22909.30,"$26,242.35",194.53,960.2,49.32,North America,50.68
Brazil,2024,Dairy Products,41263.11,"$48,331.29",163.97,1255.2,35.38,South America,64.62
Italy,2023,Dairy Products,42229.35,"$39,681.24",191.28,626.2,40.96,Europe,59.04
Germany,2020,Beverages,4292.72,"$3,863.42",181.17,1200.2,65.26,Europe,34.74
Indonesia,2021,Prepared Food,32557.58,"$36,985.06",140.24,410.7,30.70,Asia,69.3
Germany,2020,Frozen Food,47577.88,"$43,032.74",174.07,713.5,53.90,Europe,46.1
Spain,2023,Bakery Items,17014.53,"$19,897.45",132.66,1040.6,40.29,Europe,59.71
South Africa,2020,Beverages,34621.35,"$34,571.13",109.10,1320.0,69.91,Africa,30.09
China,2024,Dairy Products,36317.93,"$30,656.91",104.43,1132.0,45.72,Asia,54.28
USA,2024,Meat & Seafood,19352.44,"$19,488.92",77.03,1127.5,69.76,North America,30.24
Brazil,2020,Beverages,19749.18,"$23,429.40",66.22,833.0,58.74,South America,41.26
Brazil,2021,Dairy Products,16095.67,"$17,266.94",22.78,974.3,61.59,South America,38.41
Turkey,2020,Dairy Products,48757.88,"$40,130.22",186.65,1041.8,56.79,Asia,43.21
Brazil,2020,Dairy Products,11959.25,"$13,995.30",47.98,924.6,59.86,South America,40.14
Saudi Arabia,2020,Bakery Items,9207.54,"$9,555.15",135.32,1070.3,64.68,Asia,35.32
France,2021,Prepared Food,24451.10,"$26,741.60",101.72,469.1,59.24,Europe,40.76
Italy,2020,Dairy Products,26530.69,"$26,224.12",154.54,1385.2,49.94,Europe,50.06
Italy,2024,Beverages,39257.04,"$43,549.74",110.57,720.4,64.18,Europe,35.82
France,2022,Prepared Food,45022.32,"$52,601.32",193.47,414.2,37.85,Europe,62.15
USA,2022,Prepared Food,39022.45,"$36,291.98",168.07,794.8,51.95,North America,48.05
Brazil,2022,Bakery Items,45076.43,"$49,600.71",59.27,1060.7,60.50,South America,39.5
Australia,2019,Prepared Food,46585.74,"$48,326.86",130.56,727.6,48.33,Oceania,51.67
Russia,2020,Prepared Food,7291.55,"$7,888.77",55.41,794.3,34.44,Europe,65.56
France,2018,Frozen Food,49713.01,"$49,879.84",137.47,1202.5,37.70,Europe,62.3
Turkey,2018,Meat & Seafood,45363.79,"$43,666.10",119.47,1115.5,42.01,Asia,57.99
Turkey,2022,Grains & Cereals,16025.83,"$14,500.02",94.43,1042.1,51.17,Asia,48.83
South Africa,2018,Frozen Food,36822.19,"$37,779.47",80.08,1333.0,67.52,Africa,32.48
Japan,2024,Fruits & Vegetables,6894.25,"$7,326.00",122.79,313.5,33.55,Asia,66.45
Italy,2023,Fruits & Vegetables,13884.82,"$14,410.92",144.27,1163.0,66.90,Europe,33.1
Italy,2022,Bakery Items,43108.60,"$37,808.92",155.20,414.5,59.87,Europe,40.13
Turkey,2020,Frozen Food,29280.98,"$30,273.02",146.85,72.8,34.03,Asia,65.97
Russia,2023,Prepared Food,3067.42,"$3,053.20",113.42,445.4,52.52,Europe,47.48
UK,2019,Fruits & Vegetables,1832.98,"$1,597.18",117.42,1077.7,51.41,Europe,48.59
UK,2023,Grains & Cereals,7256.80,"$5,877.43",63.78,1183.6,41.67,Europe,58.33
South Korea,2024,Fruits & Vegetables,29881.69,"$29,847.43",169.12,359.4,48.50,Asia,51.5
Spain,2024,Meat & Seafood,5005.02,"$4,506.29",54.28,1308.0,30.96,Europe,69.04
Brazil,2024,Prepared Food,15306.60,"$15,829.19",162.80,69.7,34.34,South America,65.66
Brazil,2018,Prepared Food,27177.12,"$32,368.17",36.91,756.3,31.44,South America,68.56
India,2023,Beverages,47204.66,"$48,115.64",48.03,1180.7,32.15,Asia,67.85
Turkey,2019,Frozen Food,49616.19,"$58,171.65",114.59,1286.4,52.67,Asia,47.33
Australia,2020,Fruits & Vegetables,14631.32,"$12,814.96",158.52,489.5,30.07,Oceania,69.93
Spain,2023,Meat & Seafood,25784.26,"$23,359.31",52.46,358.2,49.42,Europe,50.58
China,2021,Prepared Food,19197.91,"$22,186.53",20.73,452.2,69.11,Asia,30.89
Japan,2019,Grains & Cereals,31542.14,"$37,329.92",86.58,1217.0,55.37,Asia,44.63
Mexico,2022,Grains & Cereals,45819.44,"$47,170.79",129.93,1258.6,48.37,North America,51.63
Italy,2024,Beverages,39379.50,"$35,484.15",135.79,627.5,30.64,Europe,69.36
Brazil,2022,Bakery Items,14575.48,"$17,266.43",67.43,805.9,30.74,South America,69.26
India,2018,Frozen Food,30390.15,"$36,323.37",151.30,1359.1,34.55,Asia,65.45
Brazil,2024,Fruits & Vegetables,24519.45,"$27,371.31",103.22,1044.8,68.01,South America,31.99
Canada,2018,Meat & Seafood,5132.81,"$6,000.76",166.36,159.2,34.56,North America,65.44
South Korea,2019,Bakery Items,15580.49,"$13,179.24",101.45,1017.1,66.01,Asia,33.99
Australia,2021,Frozen Food,44188.40,"$52,053.01",89.32,1004.4,39.50,Oceania,60.5
Germany,2019,Grains & Cereals,47257.35,"$43,506.34",128.72,732.4,31.72,Europe,68.28
USA,2018,Frozen Food,49595.51,"$55,463.65",50.32,1374.7,67.68,North America,32.32
UK,2018,Grains & Cereals,15381.73,"$18,117.09",186.38,567.8,58.17,Europe,41.83
South Africa,2020,Meat & Seafood,35677.39,"$35,522.00",114.56,895.0,63.23,Africa,36.77
Australia,2021,Bakery Items,12980.36,"$14,459.78",68.00,170.4,47.54,Oceania,52.46
USA,2018,Frozen Food,13137.93,"$10,954.87",31.67,942.5,39.17,North America,60.83
Spain,2018,Meat & Seafood,36000.16,"$41,755.21",56.39,821.0,55.51,Europe,44.49
India,2020,Fruits & Vegetables,43464.27,"$36,088.40",172.77,22.4,42.63,Asia,57.37
UK,2020,Bakery Items,30748.43,"$28,580.86",178.15,1327.7,35.24,Europe,64.76
Brazil,2021,Prepared Food,9981.68,"$11,171.58",92.11,856.6,56.08,South America,43.92
Spain,2019,Fruits & Vegetables,25335.78,"$25,052.96",73.42,547.9,64.90,Europe,35.1
Mexico,2019,Dairy Products,25837.28,"$25,784.58",139.27,1154.4,58.36,North America,41.64
Turkey,2021,Meat & Seafood,20154.43,"$19,736.49",24.34,565.5,42.33,Asia,57.67
Germany,2021,Prepared Food,5614.12,"$6,293.32",153.22,1398.6,60.48,Europe,39.52
Saudi Arabia,2019,Bakery Items,917.28,$992.66,135.50,665.9,67.66,Asia,32.34
UK,2024,Frozen Food,44300.46,"$43,616.35",123.86,429.2,52.14,Europe,47.86
Canada,2022,Fruits & Vegetables,38189.07,"$40,072.30",49.81,558.4,50.58,North America,49.42
Japan,2020,Prepared Food,1175.38,"$1,025.10",80.09,765.2,41.82,Asia,58.18
Saudi Arabia,2020,Prepared Food,26941.09,"$30,233.08",84.62,745.0,61.53,Asia,38.47
UK,2021,Meat & Seafood,15318.23,"$14,014.57",102.65,1330.3,37.92,Europe,62.08
South Korea,2020,Frozen Food,35825.85,"$37,679.36",188.57,918.1,33.21,Asia,66.79
Italy,2023,Prepared Food,26233.47,"$25,248.35",31.35,315.2,68.62,Europe,31.38
Saudi Arabia,2019,Beverages,13488.18,"$15,473.90",113.95,32.2,67.17,Asia,32.83
India,2022,Grains & Cereals,24589.27,"$20,840.73",143.07,811.9,46.19,Asia,53.81
Australia,2023,Beverages,12509.03,"$12,718.88",26.14,1072.8,30.95,Oceania,69.05
Turkey,2022,Frozen Food,39737.36,"$37,233.21",164.50,505.8,61.35,Asia,38.65
France,2018,Prepared Food,33292.00,"$35,916.14",161.26,939.2,61.18,Europe,38.82
Canada,2021,Fruits & Vegetables,25147.37,"$24,496.86",98.80,1129.9,30.55,North America,69.45
Germany,2018,Beverages,29555.99,"$31,577.93",56.79,1148.5,49.62,Europe,50.38
USA,2019,Prepared Food,24893.78,"$25,786.68",176.97,821.5,63.47,North America,36.53
India,2024,Grains & Cereals,21192.16,"$18,305.17",176.32,330.2,55.87,Asia,44.13
Germany,2019,Bakery Items,10981.16,"$10,432.19",31.15,225.1,44.00,Europe,56
Russia,2023,Dairy Products,16739.67,"$18,537.92",121.72,1032.8,54.41,Europe,45.59
Indonesia,2022,Frozen Food,2307.08,"$1,887.99",73.51,26.9,59.31,Asia,40.69
China,2020,Frozen Food,23749.46,"$23,322.88",109.22,505.5,39.92,Asia,60.08
Japan,2024,Frozen Food,43484.37,"$40,215.00",102.46,1151.4,57.96,Asia,42.04
South Africa,2024,Meat & Seafood,22039.34,"$21,863.99",181.91,1311.0,38.87,Africa,61.13
Brazil,2020,Fruits & Vegetables,3581.05,"$4,141.90",32.45,92.2,65.65,South America,34.35
Turkey,2024,Grains & Cereals,11432.67,"$11,243.18",56.74,1003.1,41.91,Asia,58.09
France,2020,Bakery Items,34051.26,"$39,517.49",122.19,604.7,37.64,Europe,62.36
Spain,2023,Prepared Food,30414.62,"$36,451.49",85.70,20.6,40.79,Europe,59.21
South Korea,2018,Dairy Products,14904.74,"$16,441.51",99.03,726.4,53.22,Asia,46.78
Saudi Arabia,2019,Beverages,44135.63,"$39,448.59",149.48,230.1,46.66,Asia,53.34
Saudi Arabia,2021,Meat & Seafood,29796.69,"$28,702.40",183.59,372.6,36.59,Asia,63.41
South Africa,2020,Fruits & Vegetables,5210.97,"$4,179.39",117.70,1201.4,50.38,Africa,49.62
Germany,2021,Frozen Food,5095.01,"$4,359.58",184.67,176.0,38.96,Europe,61.04
Italy,2020,Grains & Cereals,15090.33,"$17,887.81",199.22,1017.7,52.54,Europe,47.46
Indonesia,2022,Bakery Items,710.96,$574.69,63.36,897.3,66.63,Asia,33.37
South Korea,2018,Meat & Seafood,19881.68,"$23,479.76",166.97,311.7,38.47,Asia,61.53
Spain,2019,Prepared Food,40225.07,"$33,391.70",57.13,975.9,66.74,Europe,33.26
Russia,2018,Grains & Cereals,5514.58,"$6,147.13",46.23,327.2,66.53,Europe,33.47
Russia,2021,Prepared Food,14251.76,"$15,133.60",130.79,128.6,48.14,Europe,51.86
Turkey,2018,Beverages,42875.90,"$34,893.92",51.49,434.3,63.57,Asia,36.43
Germany,2021,Beverages,22302.05,"$23,266.42",142.66,1106.6,34.50,Europe,65.5
Italy,2022,Bakery Items,45351.00,"$44,837.17",75.80,139.7,62.17,Europe,37.83
Russia,2022,Fruits & Vegetables,3276.10,"$3,186.36",128.06,141.2,53.50,Europe,46.5
Italy,2024,Grains & Cereals,18515.86,"$17,545.54",153.31,55.7,44.68,Europe,55.32
UK,2022,Frozen Food,45818.40,"$47,474.91",163.87,423.4,38.76,Europe,61.24
Japan,2020,Beverages,48179.34,"$39,123.90",144.61,575.9,56.30,Asia,43.7
Argentina,2024,Fruits & Vegetables,11161.41,"$12,094.60",72.15,1367.0,56.03,South America,43.97
Mexico,2021,Bakery Items,23487.76,"$23,061.51",103.11,421.2,65.75,North America,34.25
Germany,2024,Fruits & Vegetables,37046.95,"$40,037.62",94.86,279.5,67.17,Europe,32.83
Russia,2024,Dairy Products,10931.38,"$12,160.96",72.73,924.9,61.30,Europe,38.7
Saudi Arabia,2019,Prepared Food,21265.21,"$24,178.54",156.72,119.7,68.63,Asia,31.37
Japan,2019,Grains & Cereals,32289.84,"$27,529.79",92.00,92.1,41.77,Asia,58.23
Indonesia,2018,Beverages,628.70,$624.14,72.01,797.1,35.05,Asia,64.95
Germany,2021,Dairy Products,15436.69,"$12,420.26",135.64,1069.7,40.72,Europe,59.28
Mexico,2021,Prepared Food,3807.79,"$4,108.09",86.96,14.5,43.77,North America,56.23
China,2020,Dairy Products,17049.56,"$14,482.80",149.30,473.1,39.66,Asia,60.34
Indonesia,2021,Meat & Seafood,17465.46,"$14,797.67",86.39,1206.3,49.51,Asia,50.49
Australia,2021,Grains & Cereals,8527.13,"$9,161.94",60.78,370.1,62.98,Oceania,37.02
India,2023,Meat & Seafood,34194.37,"$29,599.00",100.29,709.6,43.30,Asia,56.7
Brazil,2024,Prepared Food,48171.35,"$54,688.41",62.15,1050.4,35.65,South America,64.35
Australia,2023,Bakery Items,1329.28,"$1,220.13",152.26,515.7,31.62,Oceania,68.38
Canada,2020,Dairy Products,46989.77,"$38,729.32",167.70,827.4,43.31,North America,56.69
South Africa,2019,Prepared Food,32469.15,"$31,616.90",106.77,1177.2,53.98,Africa,46.02
Italy,2019,Grains & Cereals,16597.69,"$18,109.91",23.46,1297.0,45.73,Europe,54.27
USA,2021,Beverages,20066.64,"$19,117.11",71.58,1282.8,39.95,North America,60.05
USA,2024,Meat & Seafood,36406.66,"$38,257.65",86.83,1026.0,40.15,North America,59.85
Germany,2020,Bakery Items,11814.13,"$13,568.51",28.11,425.0,32.52,Europe,67.48
Germany,2024,Beverages,23530.66,"$24,956.85",35.86,1362.8,37.50,Europe,62.5
South Africa,2021,Frozen Food,2348.43,"$2,478.72",23.06,85.7,69.93,Africa,30.07
Indonesia,2019,Meat & Seafood,21638.40,"$19,007.22",50.32,1308.7,62.39,Asia,37.61
Australia,2023,Fruits & Vegetables,43827.67,"$45,552.98",173.72,745.4,32.51,Oceania,67.49
Mexico,2019,Meat & Seafood,32117.43,"$26,470.76",129.47,213.4,57.07,North America,42.93
Indonesia,2020,Meat & Seafood,32901.64,"$28,886.13",191.65,1056.5,51.32,Asia,48.68
China,2020,Fruits & Vegetables,1251.62,"$1,204.67",165.82,260.5,68.45,Asia,31.55
Italy,2023,Dairy Products,804.20,$907.98,140.12,494.4,44.63,Europe,55.37
Indonesia,2022,Bakery Items,25218.13,"$21,911.21",157.17,1151.7,65.83,Asia,34.17
Italy,2024,Meat & Seafood,26533.04,"$23,117.07",110.72,189.4,62.45,Europe,37.55
Italy,2018,Prepared Food,29200.14,"$23,408.15",33.21,152.6,49.45,Europe,50.55
South Africa,2022,Fruits & Vegetables,30072.70,"$30,370.68",97.55,64.4,69.06,Africa,30.94
Russia,2022,Grains & Cereals,22926.98,"$24,139.73",194.18,965.7,35.02,Europe,64.98
Indonesia,2024,Meat & Seafood,16944.66,"$18,989.34",174.00,1221.0,62.35,Asia,37.65
China,2019,Dairy Products,12140.59,"$12,811.14",147.94,479.9,55.58,Asia,44.42
UK,2021,Dairy Products,18177.63,"$15,919.66",29.59,1181.4,46.67,Europe,53.33
UK,2018,Dairy Products,48072.99,"$39,852.60",41.42,104.4,32.43,Europe,67.57
Mexico,2024,Bakery Items,45967.48,"$46,924.80",181.02,1025.3,48.85,North America,51.15
India,2018,Beverages,2810.85,"$3,118.00",153.34,1060.1,56.55,Asia,43.45
Brazil,2023,Fruits & Vegetables,11186.25,"$11,885.80",146.25,1353.7,36.75,South America,63.25
USA,2021,Frozen Food,11460.63,"$10,850.95",73.19,1007.8,44.12,North America,55.88
China,2018,Beverages,4266.60,"$4,843.21",110.29,1296.1,39.76,Asia,60.24
Russia,2020,Bakery Items,7853.70,"$6,310.57",157.05,1273.7,40.23,Europe,59.77
Argentina,2020,Beverages,16698.38,"$19,560.35",27.17,549.2,49.47,South America,50.53
South Korea,2023,Frozen Food,5896.86,"$6,313.63",140.24,933.3,32.89,Asia,67.11
UK,2019,Bakery Items,25562.97,"$30,519.90",70.76,973.5,46.51,Europe,53.49
Italy,2018,Dairy Products,39031.23,"$37,517.04",188.61,1373.8,61.51,Europe,38.49
Saudi Arabia,2018,Meat & Seafood,9206.61,"$7,509.27",184.06,137.4,43.89,Asia,56.11
Japan,2020,Frozen Food,12800.16,"$10,998.60",121.14,749.7,43.26,Asia,56.74
USA,2019,Dairy Products,14661.13,"$14,940.14",102.19,1012.8,57.61,North America,42.39
South Africa,2020,Grains & Cereals,13712.86,"$15,754.58",21.80,427.5,34.24,Africa,65.76
Australia,2023,Dairy Products,47757.98,"$52,330.54",87.20,261.3,65.82,Oceania,34.18
India,2020,Meat & Seafood,7665.95,"$8,212.39",82.39,400.1,41.45,Asia,58.55
Turkey,2022,Prepared Food,32959.47,"$39,527.46",148.19,876.3,39.45,Asia,60.55
Brazil,2022,Fruits & Vegetables,41810.55,"$49,687.65",47.97,711.0,62.29,South America,37.71
Canada,2020,Bakery Items,30638.34,"$35,089.91",33.63,1067.0,44.30,North America,55.7
UK,2022,Dairy Products,31151.33,"$32,018.28",60.68,907.8,50.74,Europe,49.26
